FAD_8,0.999129
CYTK9,0.9715532
RE3503C,0.8685351
A24T,0.95363843
LPS17TVL,0.9148373
VNLNpp,0.9987953
HACD28i,0.998428
GTRMN13ABE,2.8634193e-05
DAGK_OLE_DHA_c,0.9981034
PLA2_2_cho,0.08614088
BKDC,0.057793822
DADK3,0.9629449
FLAVO3,0.013290335
OA57F,0.9148373
PLDPE_HDE_OLE_c,0.13101491
AATHA,0.9962953
PAFt_cho,0.9148373
CRVSM24teb,0.9994491
ARSNAt1,0.9148373
MUCCY_kt,0.9866937
RE3295C,0.9148373
DEBRISOQUINEt,0.9148373
r1711,0.00047544285
HMR_0816,0.008945316
EPISTESTH_SC,0.0005048867
PLDAGAT_HDE_EPA_LNA_PC_3_c,0.9148372
ICITtr,0.94486916
AGLPET_cho,0.71673244
GTR1_kt,0.008945324
RE3014C,0.9989023
UMPK5,0.9999448
ATVLAChc,0.99948883
NTD7e,0.042639785
PLDAGAT_HDE_MYRS_LNA_PC_8_c,0.9148372
ECA4COLIPAmintex,0.9148373
PHOA630um,0.9148372
ACNAMtex,0.9148373
2OH3K5MPPISO,0.9964064
r2124,4.8780315e-05
BRASSSTRLS_c,0.9984439
CDIPTr_18_0_18_1,0.44326925
GTLOA60,5.9643255e-05
RTOT3_cho,0.9148373
r0737,0.6184301
PLDPC_HDE_GLNA_c,0.28638095
TRPVALASPt,0.9945827
CARBIBUP_SGLUthv,0.9148373
DBRC,0.9743313
HMR_2353,0.97437525
ARGt2r,0.9977075
METMETILEr,0.8896261
ACOADAGAT18111Z18111Z160,0.00025742015
RE3520E,0.9148373
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_cho,0.9148373
r2272,9.192604e-06
HGNTOR,0.91560096
ACSPHAC40,0.9997105
FDMOtau,0.024305396
TAXOLte,0.9148373
CDAPPA190,0.99730444
LEUt4rpp,0.01091744
ETHAPT_DHA_GLNA_c,0.2529546
1AGPEAT1801845Z9Z12Z15Z,0.00014984811
HMSD2,0.99943656
MOTS4,0.00045649687
CDS_16_0_16_1,0.99786395
RECOAH25,0.9896498
DAGK_hs_18_0_18_1,0.9981034
PLA2PC_MYRS_GLNA_c,0.08614091
7DHCHOLabc,0.9994491
DOGULNR,0.998428
OA30LL,0.00042668064
OA59LST,0.00042668064
PCHOLAR_HSPLA2,0.08614091
GAt2pp,0.9987953
ACSPHACP50,0.9997105
DINStex,0.011178316
PI45P4P_cho,0.9964064
PLDAGAT_DHA_EPA_ARA_PC_6_c,0.9148372
MMHO,0.0006160232
RHAP70tex,0.9148373
VCOAD,0.8733895
AASAD1,0.9998747
ALAARGGLYt,0.9945826
5FTHFt,0.99550736
CHCOAL,0.9997105
OCTSCOAt,0.9148373
PCW3DS_EPA_ETA_sn2_c,0.0013696332
DASYN181_9,0.99786395
HMR_1546,0.9991829
RE0579C_1,0.998602
r1746,0.00012499843
HMR_0298,0.998602
ACCDH,0.991375
NEU34e,0.071698934
ADPRDP_1,0.8593698
ASPTA2,0.99239725
PROHISTYRr,0.0041757054
TAGAH1801819Z160,0.553634
D5KGPA,0.00089899707
AGPATCOA_PALM_OLE_c,0.0005199983
G3PCT_2,0.99995804
LPLIPAL2ATG140,0.6890566
SBDH,0.9984439
N2tr,0.00014096627
MM1_c,0.009228744
GGGABAH,0.91442007
NADHHS,0.9999504
r0899,0.00015544666
DAGAH_OLE_PALM_c,0.55363405
Ftpp,0.9148373
RE0690E,0.16142717
UT6PT,0.7557208
LCYSTabc,0.9994491
GRTT2,0.053994223
AHEXASE3,0.99712306
HMR_9604,0.00018005667
IBUP_RCYPCARhep,0.9893449
P4AH,0.9999629
4MCAT23DOX,0.9156011
PIP5P_HDE_HDE_c,0.9964064
RE2533C,0.014011029
ALOX12,0.0023604052
CPS_1,0.99969065
HMR_0851,0.25295442
PLDAGAT_HDE_MYRS_HDE_PE_10_c,0.9148372
3PGtex,0.9148373
ETHAPT_EPA_STC_c,0.2529546
METHISLYSr,0.038568184
MI3PP_2,0.9991025
ETHP,0.9976053
6HNACt1pp,0.9987953
ACOAD30f,0.87338936
TYRVALMETr,0.01947242
r2039,0.00016315078
GLCt4_2,0.69840944
HISyLATtc,0.0032825007
2AMACHYD,0.9999387
DAGAH_HDE_ALNA_c,0.08614093
C226CPT1,0.00014984811
GTLOA35,0.00044433947
PLA2PC_OLE_STC_c,0.87222314
DGUPP,0.9997981
PYRSMCT1,0.025291273
r1825,0.0018223476
CHOLESTle,0.00013233151
CBFCpp,0.028945459
HMR_9184,0.9148373
DAGAH_HDE_MYRS_c,0.5218627
GLCSGLT1le,0.9887326
THRMETARGr,0.04686148
BUTAFDOR,0.88846314
GGGT_EPA_HDE_5_c,0.9148372
PLA2PC_OLE_DHA_c,0.08614093
PLDAGAT_HDE_EPA_ARA_PC_3_c,0.9148372
RE3564C,0.998428
TSULt4_3,0.6755875
r2117,2.9534156e-05
DAGK_DHA_OLE_c,0.9981034
ECOAH29,0.9896498
NPHSa,0.99737275
METHSUCCOAc,0.9148373
TAGAH1819Z18111Z1845Z9Z12Z15Z,0.009228744
PLDAGAT_PALM_PALM_GLNA_PE_11_c,0.0025601147
r0993,0.9994491
HMR_0767,0.9964064
RETNt,0.9148373
r2230,9.192604e-06
G12MT4_c,0.0001555276
PSP_L_1,0.9998791
FUTH,0.027593214
LPS_YPtetra,0.00042247868
OA43PL,0.9148372
2AGPA160tipp,0.9148373
GCHOLAt2,0.00023964801
LSTNRATt,9.5941075e-05
DHFR2i,0.99988866
OA3_10LST,0.00042668084
CYTCBB3pp,0.99889356
LHCYSTINt,0.9148373
2MBAt6,0.9945826
ARGCYSGLYr,0.6627475
HG2tex,0.9148373
3MOX4HOXMte,0.9148373
FACOAE1819Z,0.998602
HMR_2376,0.9896498
ILETRPTYRr,0.0014749159
FLNDPR2r,0.999845
PCW3DS_MYRS_STA_sn2_c,0.0013696332
PI34P5K,0.9981034
r0220,0.99910307
HMR_2374,0.9984439
CHOPT_HDE_STC_c,0.2529546
LNLNCAt,0.9148373
O6AP3pp,0.00042668084
GLYPHEHYc,0.24192072
PXYLt6,0.9987953
HEPEDECACID,0.9998149
GLUCYSte,0.9994491
ASPCT_2,0.9960257
C101CPT1,0.00014984811
LPEAT_OLE_LNA_sn2_c,0.00014984811
FDH4pp,0.7551335
LPEAT_LNA_STC_sn2_c,0.00014984811
PCD6DS_OLE_GLNA_sn2_c,0.0013696338
MCBTFtpp,0.9987953
PLDAGAT_OLE_PALM_PALM_PC_1_c,0.9148372
ADSELR2,9.783521e-05
FBP26,0.99940765
HMR_0367,0.9994491
HMR_2558,0.9866937
CDIPT_EPA_LNA_c,0.44326934
GGGT_OLE_HDE_1_c,0.9148372
BACCL2,0.00074294355
HMR_9622,0.37161443
GAT2_SC,0.00013754364
PLDAGAT_PALM_PALM_PALM_PC_1_c,0.0025601147
GLCtex,0.9904089
DURIK1_1,0.9904856
13PPDtex,0.9148373
RE1907C,0.9148373
NI2abcpp,0.999663
GLCATr,0.99497896
VALt3pp,0.9989588
r1637,6.284705e-05
PPAP_18_0_18_1,0.9964064
ALGAC2,0.6379619
CE7172UPKt,0.9148373
ACOADAGAT_PALM_ARA_PALM_c,0.0002574204
GLP5H,0.9996197
CRESOLtex,0.9148373
HMR_0003,0.07169892
M_XYLtpp,0.9148373
O16G1e,0.61843014
PLDAGAT_HDE_EPA_OLE_PE_14_c,0.9148372
RE2677E,1.6364154e-05
LPASE_16_1,0.55363405
RHA160tpp,0.9148373
TAGAH1801819Z1845Z9Z12Z15Z,0.009228744
HBZNPT,0.05390562
PLDAGAT_HDE_MYRS_PALM_PC_1_c,0.9148372
CELLB_Et,0.9299443
LPEAT_DHA_PALM_sn2_c,0.0002574204
PLDAGAT16018111Z1601,0.19427405
PLDAGAT_HDE_ARA_PALM_PE_9_c,0.9148372
MVLACc,0.9958752
BGLK_1,0.9083929
CERMT,9.985468e-05
PI4P5K_HDE_EPA_c,0.9981034
GGGT_EPA_HDE_3_c,0.9148372
RE3229C,0.9984439
HMR_2542,0.9896498
PLDAGAT_OLE_PALM_HDE_PC_5_c,0.9148372
DODECACP,0.9982272
PCD12DS_PALM_LNA_sn2_c,0.0013696332
PLDAGAT_HDE_ARA_HDE_PE_13_c,0.9148372
6HNACtex,0.9148373
PYK2,0.9995584
r2071,1.8923054e-05
FDMO5,0.011271844
INDMT,0.086140946
PCHOLLINL_HSt1e,0.9148373
LPCAT_DHA_LNA_sn2_c,0.00014984811
SELCYH,0.9894118
CHLSTR,0.9984439
OA53LST,0.00042668064
IPDPUPT,0.053994212
PAPA1819Z18111Z,0.9964064
PVSGLUCtev,0.9148373
PYDXDH,0.44340345
AM6SAD,0.99943656
GLN_NAct,0.99617994
ISOGL3P,0.99417984
PLDAGAT_HDE_EPA_PALM_PC_6_c,0.9148372
TGTASE2,1.27610265e-05
DPHAPC120,0.00024556747
NORZpp,0.9861546
RE1628C,0.00396594
PAPA1601819Z,0.9964064
RECOAH11,0.9896498
PHYFXOR,0.0003468521
DKDID,0.9958752
PLA2_2_18_2_18_1,0.72973746
25HVITD3c,0.9989023
BILIRUBt2,1.0713354e-05
ADHAPR_SC,0.9984439
5HBZIDMT,0.95126116
PLDAGAT_PALM_EPA_ARA_PC_4_c,0.9148372
GLS2e,0.6540934
FBPA,0.18145998
PACCOAL,0.9997429
r2323,1.9534284e-05
GDPDDMANDS_2,0.92317927
r0559,0.89009833
r0940,0.9148373
PLDAGAT_HDE_MYRS_PALM_PE_13_c,0.9148372
CDDTPP,0.017145833
ARGORNt7,0.9723352
PLDAGAT_LNA_EPA_LNA_PE_12_c,0.9148372
PPK50_B,0.0093323905
RE2625C,0.998428
RE3021C,0.9896498
FE3Gabcpp,0.9979359
XOL25OHte,0.9148373
r1681,0.00036946722
PIPLC_16_0_18_0,0.121952824
5DGLCNt2rpp,0.99900526
PLA2PE_STC_PALM_c,0.553634
RE2626C,0.99909437
FUCASEe,0.07169892
HATBH,0.998602
AATA,0.99239725
ZN2t4,0.45564488
OCDOR,0.99962604
RE2863C,0.016471466
RE3251C,0.9989023
OCTNLL,0.99980646
4IZ5PPH,0.9896498
DLEUabcpp,0.9994491
PYOVD2tex,0.9994491
r1922,0.0005655443
r1523,0.9998023
PLDAGAT_OLE_PALM_HDE_PE_10_c,0.9148372
RBTCT,0.99786395
DODEC2,0.0006160232
FEOXAMabcpp,0.9994491
PMI12346PS,0.9143535
NT5C_2,0.9992725
RE2252C,0.9984439
PSSA_18_1_20_4,0.9850072
r2535,0.0069234944
4KFBPP,0.9832562
CITt10,0.01579544
6EPVStep,0.9148373
CD6P,0.96850634
r2240,9.192604e-06
RTOTAL2CRNCPT1,0.00014984811
r1984,0.36297178
PSSA_18_0_18_1,0.9850072
GLPT,0.00040510122
FRUURt2rpp,0.99901783
ID3ACALDt,0.9148373
DPHAPC121,0.00014984811
PRGSTRNt,0.9148373
RE2112C,0.9989023
ETHMALACc,0.998602
P5CCD,0.9999192
LPCAT_PALM_ALNA_sn2_c,0.00014984811
DASYN183_6_9_12,0.99786395
PLA2PE_MYRS_EPA_c,0.08614093
ALDD5,0.99943656
DRIBtpp,0.9989202
GALK2,0.99870765
DAGt,0.9148373
OA16PST,0.9148372
PLDPC_EPA_ARA_c,0.2863809
PSSA2_hs_18_2_18_2,0.00023419276
FE3Ri,0.99940073
LPLPS1AGPE1829Z12Z,0.14148816
LPCAT_LNA_DGLA_sn2_c,0.00014984811
FNRR3,0.0091784
HMR_1996,0.9984439
HMR_0852,0.2529544
PHDCATA,0.2704758
CHSTEROLSte,0.9148373
PPA_1,0.9998634
WTAGPT2,0.25295454
PROTEIN,0.0008095846
NADPHQR,0.9989176
PGLCNDH,0.9987042
ARGKr,0.998933
PLA2PC_STC_OLE_c,0.7297375
LYSARGLEUt,0.9945827
PSYTDECHe,0.9148372
ACONTa_1,0.99561656
HISTDb,0.99952435
HMR_9807,0.99789196
PLDAGAT_HDE_HDE_LNA_PC_7_c,1.35671235e-05
ZYMSTR,0.9984439
r2178,9.192604e-06
PLDAGAT_MYRS_EPA_HDE_PC_5_c,0.9148372
CYSDtex,0.9148373
PLDAGAT_HDE_ARA_PALM_PC_5_c,0.9148372
HMR_6989,0.00023964801
r2058,0.00028420318
OAP3pp,0.00042668084
PGPP141,0.9985911
DHCRD1pf_18_0_16_0,0.9984439
HDCAt2,0.9984958
HMR_9612,0.00023964801
ALATRS_1,0.99802953
LPCAT_LNA_DPA_sn2_c,0.00014984811
HMR_5409,0.236797
HMR_0378,0.998602
HMR_6728,0.0009494243
OA58LVL,0.00042668084
PLDAGAT_PALM_EPA_EPA_PE_11_c,0.9148372
UHGADAN,0.3561189
NH4t4pp,0.07634295
4ABUTabcpp,0.9995049
4HPAOX,0.9996164
CRVS1tev,0.9148373
PLDAGAT_MYRS_EPA_EPA_PE_14_c,0.9148372
PTRCORNt7pp,0.9952226
3GMPtex,0.0001130376
RN0030C,0.9989023
NOS2,0.98992735
STFRNS,0.99970883
DCATDc,0.53753954
SERLYSHISt,0.9945827
POLYAO,0.012163098
CYO1b2pp_syn_1,0.99889356
APG3PAT180,0.99749255
DHAOX_c,0.0003706978
TYMte2,0.9945827
PLA2PE_MYRS_ALNA_c,0.086140946
BDH,0.998428
r1818,7.022848e-05
PROTS_LLA_v2,0.00010188707
DAGK_hs_18_0_18_2,0.9981034
r2132,0.9148372
SUCpts,0.9973368
FAOXC3DC,0.0009437829
MPOMC2,0.99909437
PLDPC_OLE_MYRS_c,0.2863809
TAGAH_HDE_HDE_GLNA_c,0.14735517
LIPID,0.9148373
APPNNte,0.9148373
PLDAGAT_PALM_HDE_GLNA_PE_9_c,0.9148372
PEPALM,0.071698934
RE3110C,0.97437537
VCACT,0.97222984
GTGLCNAC13FUCNAM,4.100744e-05
UDMDP,0.001440032
HXAD,0.99712306
HMR_0435,0.9994491
GTLOA6_14,0.00010085403
HMR_9615,0.00023964801
CYOO3,0.99648935
MTHFD_1,0.9995065
ETHAPT_MYRS_HDE_c,0.2529546
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,0.9148373
XOLDIOLONEATP,0.9994491
PSP_Lpp,0.9942731
F4D,0.005204956
4M2OPLOXRD,0.07479264
ORNDC,0.9993486
r0871,0.00424984
LPCAT_DHA_STC_sn2_c,0.00014984811
FACOAE1829Z12Z,0.998602
DADNC,0.99996674
PLDAGAT_MYRS_EPA_DHA_PE_13_c,0.9148372
LALALGLUtpp,0.9990677
FRUpts,0.9970981
LIPAHT2ex,0.00013233151
FBPPH,0.9964064
ACACT2r,0.805613
DGULND,0.9954454
3MEACMPhc,0.003965938
PIPLC_16_0_18_1,0.12195284
1OHMDZtep,0.9148373
DTUPP,0.98816085
L_LACtex,0.9148373
PIP3P_EPA_HDE_c,0.9964064
RECOAH6,0.9919647
RETt,0.9148373
MAS3,0.00025742015
CYSGLUHISt,0.9945826
DAGK_HDE_EPA_c,0.9981034
TREHpp,0.9972984
r2228,9.192604e-06
AADb,0.999529
AHANDROSTANGLCte,0.9994491
ETHAPT_HDE_LNA_c,0.25295463
DAGAH_PALM_ALNA_c,0.086140946
XANtpp,0.00793923
AGPAT1_16_0_16_1,0.00025742015
CYSTYRASNt,0.9945827
TECA1S,0.0402204
NFORGLUAH2,0.9987413
DAGAH_EPA_MYRS_c,0.52186275
RHAT60tex,0.9148373
AGPATCOA_STC_MYRS_c,0.0007802318
SUCRt2,0.9954912
DALAt2pp,0.99974626
LPS66TST,0.9148373
2MBTOHt,0.9148373
LPS50TST,0.9148373
FAD_1,0.9982539
AMPMS,0.99646556
PHEH_c,2.2384702e-05
H2O2t,0.9969765
OA4Lmin_ST,0.006999207
CHAT,0.95507306
TYRARGGLUr,0.14001273
PLDAGAT1819Z1819Z1819Z1,0.21801402
METB1,0.87896276
HMR_0246,0.998602
SERLYSNaex,0.0023418353
OHACT4,0.6379618
APSR2,0.0027173024
LYSt3r,0.9974402
ADCPS1,0.9652349
OA2F,0.9148373
PIP3P_PALM_HDE_c,0.9964064
EPOH,0.9896498
OA47PST,0.9148372
SERATB0tc,0.0011937699
C16DCe,0.9148373
ACGAM1Ptex,0.11245029
DAGAH_LNA_OLE_c,0.72973746
BALAGLYtex,0.9148373
TETTET6CPT1,0.00014984811
PLDAGAT_DHA_EPA_ARA_PC_7_c,0.9148372
PYRt4_2,0.025291279
RIBt2,0.99660033
TAURt,0.98124504
ARGARGLYSr,0.09074566
SULFDH,0.99973935
ASPt6,0.2678666
ACOADAGAT16018111Z1819Z,0.00014984811
r2079,0.00021517559
O16A4Lpp,0.00042668125
ACSPHAC101,0.9997105
MALTTTRtexi,0.9148373
PGSA181_9,0.9961725
PLDAGAT_EPA_EPA_GLNA_PC_3_c,0.9148372
LPCAT_DHA_DGLA_sn2_c,0.00014984811
PLDAGAT_OLE_EPA_DHA_PC_4_c,0.9148372
SERHL,0.9998704
CRNt2rpp,0.9987953
CDGS,0.9360326
LSTNM1tev,0.9148373
OA17LL,0.00042668064
FAD_2,0.9982539
TRPVALASPr,0.04999043
MMETt2,0.9945827
GPAM_pf_16_0,0.76066446
FAD_13,0.999951
3OAS160_2,0.99913484
FASm180,0.9974362
HMR_1765,0.9989023
I2FE2SSfdx,0.00010805471
PAP,0.9964064
CINNMCOAH,0.998602
TRPt4,0.0640058
r1740,0.00012785241
r2359,0.9148373
13HPODEDH,0.9958752
DAGK_OLE_EPA_c,0.9981034
RE0936E,0.07074225
D4DGCD,0.99837637
OCTAt,0.40186986
MANGLYCtex,0.9148373
TAGAH_LNA_PALM_HDE_c,0.6321429
3HAD80_2,0.99525934
CDIPTr_16_0_18_3,0.44326934
HMR_1771,0.9984439
XMPtr,0.039462462
GABAVESSEC_1,0.9995072
SALCHS4FEexs,0.7511194
PLDAGAT_HDE_EPA_DHA_PC_2_c,0.9148372
ATPX5P,0.9725533
r1710,0.00023526633
C04717td,0.9148373
GPAR,0.987837
5FLURAPRT,0.65666234
DOLPMT2_c,0.0001555276
PLIPA2,0.0007393883
FRUabc,0.99967813
THRPHEARGt,0.9945827
PLDAGAT_PALM_EPA_EPA_PE_14_c,0.9148372
r2264,9.192604e-06
r1670,0.00017821674
r1617,3.4669843e-05
MHGLZtev,0.9148373
6HOXMELATNte,0.9148373
PPPGO3,0.9841739
PCHOLN203_HSABCt,0.9994491
RE1134C,0.94733214
1AGPEAT18111Z1829Z12Z,0.00014984811
LPCAT_LNA_ARA_sn2_c,0.00014984811
PLCTI3,0.7138199
PLDAGAT_EPA_EPA_ARA_PE_13_c,0.9148372
DESAT20_1,0.99919266
OA28acPVL,0.9148372
PLDAGAT_HDE_ARA_ARA_PE_14_c,0.9148372
2AACLPGT160,0.9706736
AKACAL,0.9986511
LYSGLUGLUr,0.9660373
PMEVK,0.9143535
ACN13ACNGALGBSIDEte_cho,0.9148373
ACOADAGAT1601819Z160,0.00025742015
FMETDF_1,0.99878925
PIPLC_18_2_20_4,0.121952794
PLDAGAT_MYRS_EPA_LNA_PC_8_c,0.9148372
r1551,2.5669806e-05
O6A4COLIPAt2ex,0.9148372
r2171,9.192604e-06
AACOAR_syn,0.9984439
PROVITS,0.998428
TAPTPP,0.99946505
ALCD19_L,0.9989103
r2447,0.0031172435
ZISO,0.9148373
PSSA1_hs_16_0_16_0,0.0006250818
PHAPC50,0.00014984811
NO3R1,0.873102
TYRTYRt,0.9945827
FATP7t,0.00023964801
PLDAGAT_HDE_MYRS_HDE_PC_7_c,0.9148372
RHACOAEP90,0.998602
GLYBt3pp,0.99926
HMR_0380,0.9148373
RE0691C,0.9896498
HBZOPT6,0.05390561
3ISPVSthc,1.0713354e-05
PLDAGAT_EPA_EPA_GLNA_PC_7_c,0.9148372
LPS18TL,0.9148373
HMR_0827,0.00480594
r2200,1.9534304e-05
RE1828C,0.9989023
LNLCt,0.9148373
H4THDPR,0.9992694
CITt12,0.0202492
HMR_0815,0.0048059425
HMR_2771,0.014723826
CPGNexs,0.0005520762
RHACOAE50,0.998602
AMMQT6,0.006212625
LPEAT_STC_LNA_sn2_c,0.00014984811
RE0689C,0.91222066
GLNTYRLEUt,0.9945826
EDTXSF141,7.637518e-05
PAN4PPe,0.042639762
ACOADAGAT18111Z18111Z18111Z,0.00014984811
OA4L_ST,0.006999207
PIK4_18_0_18_3,0.9981034
AM1ALCSteb,0.9994491
RTOT4_cho,0.9148373
SELGTHR,0.004787952
SLNTtpp,0.9987953
RE1933C,0.99932253
OA52F,0.9148373
DIPEPabc8,0.9994491
DGTSD5DS18111Z1835Z9Z12Z,0.98065394
OA53F,0.9148373
PHENOLtex,0.9148373
HP5CD_1,0.99943656
OA18LL,0.00042668084
LPCAT_MYRS_PALM_sn2_c,0.0002574204
r2341,0.9148373
OA58PL,0.9148372
ACt2rpp,0.99982375
DAGAH_HDE_STC_c,0.87222314
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z2,0.98065394
SPHMYLN1825_hs_SECt,0.9148373
ACLYSHYc,0.6486994
THZPSN1_SC,0.26320714
OA4LST,0.00042668084
LPCAT_EPA_MYRS_sn2_c,0.00040510122
RE3470C,0.9984439
5MTH2EO,0.9984439
HMR_0180,0.9997974
CHSTEROLt,0.9994491
DAGK_OLE_OLE_c,0.9981034
2M3HVACte,0.9148373
DGGPGP,0.9964064
PIP4K_EPA_EPA_c,0.9981034
RE2270E,0.07394363
ALAPAT4te,0.010676639
AGPATCOA1801819Z,0.00028091503
2HATVACIDteb,0.9994491
LPLIPAL1G180pp,0.9930473
THRt2rpp,0.9990784
TYRtipp,0.00014561813
r1517,0.9994491
PMTCRNtr,0.9148373
ACOAD25f,0.8733895
FACOAL170_ISO,0.9997105
ACOADAGAT_HDE_MYRS_HDE_c,0.00027947273
4OHBUTtce,0.9148373
SQD2_183_6_9_12,0.075893186
LPCAT_OLE_GLNA_sn2_c,0.00014984811
r0283,0.99530727
PLA2PC_PALM_STC_c,0.87222314
C6DCe,0.9148373
EDTXSCOF140,9.591318e-05
OPHHX3,0.99981815
r2353,0.9148373
r1890,0.0005073853
NTP11,0.9990595
DAGK16018111Z,0.9981034
OA21PVL,0.9148372
PLDAGAT18111Z18111Z18111Z2,0.19427401
AGPATCOA_EPA_DHA_c,0.00014984811
MCMAT5,0.0006160232
PENEACP,0.9979553
RE0938E,0.071698934
GGH_6THFe,0.11395063
GLYLYSCYSt,0.9945827
AB6PGH_1,0.01850142
4OT,0.9148373
TETTET6t,0.9148373
PGLS,0.003965938
SPHGNte,0.9148373
MDDCP1ex,0.1344294
O45AM,0.9148373
NFORTYRt,0.9148373
SDPDS_2,0.93186885
r2505,0.9994491
6D6SFK,0.9981034
XYLUt2pp,0.99900925
FAS180COA,0.9993698
PAFt,0.9148373
DCA3Sabc,0.9994491
3DHCHOLt,1.0713354e-05
NDP10ex,0.00021474867
HMR_0810,0.00480594
2ACLMM,0.00013889773
PSSA1_hs_18_0_20_4,0.0006250818
RE3015C,0.9989023
PLDAGAT_EPA_EPA_LNA_PC_6_c,0.9148372
DKDH,0.9958752
GLNATB0tc,0.000260341
PLDAGAT_HDE_EPA_GLNA_PC_4_c,0.9148372
SQD2_182_9_12,0.075893186
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,0.9148373
TYRGLUt,0.9945827
LPS52TST,0.9148373
GLUTHRLYSr,0.10167611
VD3,0.9148373
LALDO2x,0.9986816
ELAIDCRNte,0.00023964801
PAPA_STC_ALNA_c,0.9964064
DOPABMO,0.0005518284
AMPEP16,0.61481553
RE2269E,0.016236113
r0942,0.9148373
r2180,9.192604e-06
L2OA,0.998428
ASPO5_1,0.9999546
4HPTNtex,0.9148373
HMR_0821,0.009228744
HC02194te,0.9994491
DMGLYtr,0.9148373
PLDAGAT_PALM_EPA_ARA_PE_14_c,0.9148372
PLDAGAT_HDE_ARA_PALM_PC_3_c,0.9148372
r1661,0.0001555994
FUMt2_3,0.99953115
HACD15i,0.998428
DHORD_NAD,0.8503496
CHOPT_OLE_PALM_c,0.2529546
6BHGLZGLCtev,0.9148373
MIPCS126_SC,0.006973804
OA7PL,0.9148372
OA62PL,0.9148372
GPDDA2_1,0.00029281646
ALGE7,0.9148373
MM1,0.009228744
MLTHFte1,0.9998043
PPPNDO,0.9973616
MELIBtex,0.9148373
DMSOR1e,0.0024384384
ETHAPT_STC_MYRS_c,0.2529546
r2329,1.9534284e-05
AGPAT1_16_0_18_5,0.00037409237
HMR_0304,0.9148373
r2364,0.9148373
ETHAMPtr,0.9148373
RE3250C,0.998428
R05224_1,0.88796055
CD2t4,0.42754555
GTPCI_1,0.9995678
FTHFCL,0.9979893
XOLESTte,0.9148373
PLA2PE_DHA_GLNA_c,0.08614089
3ntymex,0.9148373
O2Stex,0.9148373
RE0453C,0.9934081
PCD4DS_STC_DHA_sn2_c,0.0013696332
PLPSA21819Z1845Z9Z12Z15Z,0.009228744
PAPA_LNA_HDE_c,0.9964064
r2089,4.8780315e-05
DHEASULT,0.00029727689
RE2296C,6.9423986e-06
MGLYCL_LM,0.00018830647
SALADC2,0.24974126
DAAD8,0.99719965
OA60LVL,0.00042668084
RE1811C,0.9989023
ACKVAL,0.9143535
OA56PST,0.9148372
3HIBUP_Sthv,0.9148373
FALDH,0.44777262
HMR_1786,0.9989023
ASNTYRPHEt,0.9945826
HISPROLYSt,0.9945827
LPCAT_DHA_DPA_sn2_c,0.00014984811
PLA2PE_OLE_ARA_c,0.08614089
r2050,0.0027087606
TAGAH18111Z1819Z18111Z,0.72973746
PLDPC_EPA_STC_c,0.28638086
ATPS10_3,0.99917334
LIP2GT,0.7517598
PLDAGAT_HDE_HDE_LNA_PC_1_c,1.35671235e-05
RE1063C,0.009228744
PLDAGAT_HDE_HDE_HDE_PE_9_c,1.35671235e-05
CTLD,0.9643835
CYNTAH,0.99911326
CYSO_II,0.014524832
LSTNM7TDhc,0.9148373
CHLabc_rev,0.99969816
MTHF3ES_c,0.998697
IPCS224_SC,0.9148372
SR1,0.014011035
PLA2PC_STC_EPA_c,0.08614093
CDPDAGS_HDE_EPA_c,0.99786395
DESAT20_2,0.99919266
PCW3DS_MYRS_ETA_sn2_c,0.0013696345
OHACT3,0.6379618
RE0935E,0.61843014
MI145PP,0.9964064
GLYLYSPHEr,0.005674477
r1015,0.00023964801
HG2t3pp,0.9987953
GLNTRS,0.9970456
LCASULT,0.00029727718
PLDAGAT_MYRS_EPA_MYRS_PC_4_c,0.9148372
TAGAH16018111Z180,0.87222314
LPEAT_LNA_ALNA_sn2_c,0.00014984811
CHOPT_HDE_OLE_c,0.25295463
XMPtex,0.9148373
r2221,9.192604e-06
AGPATCOA_STC_DHA_c,0.00028091526
MOTH4,0.054799743
23CAPPD,0.9958752
LPEAT_OLE_EPA_sn2_c,0.00014984811
SDPDS,0.93186885
PPAP_16_0_16_1,0.9964064
AMPtex,0.9148373
PG1819Z160t,0.9994491
ALAASNLEUr,0.0038394202
SERTRPHISr,0.11208552
ASO3t2pp,0.99923956
ETBCARO,0.9148373
HMR_0235,0.9994491
SERabc,0.9999181
OA3_10LVL,0.00042668084
NMNS,0.86080176
GBSIDEte_cho,0.9148373
OA63LST,0.00042668064
MAGAH140_c,0.71319926
PLDAGAT_LNA_PALM_HDE_PE_11_c,3.3212833e-05
TREP,0.95774055
PLDAGAT_PALM_ARA_PALM_PC_7_c,0.9148372
THEXDDte,0.9994491
TAGAH_MYRS_EPA_LNA_c,0.08614093
A4PA,0.1823606
ARBTNR2,0.000432066
PLDAGAT_HDE_EPA_HDE_PC_5_c,0.9148372
METARGLEUt,0.9945827
r2110,0.02292135
ACOADAGAT_PALM_EPA_ARA_c,0.00014984811
PIP4K_EPA_PALM_c,0.9981034
RBFK_1,0.98445326
BZALDH,0.998428
DALAt2r,0.99738985
SACCD1,0.99885166
