,0
TAGAH_DHA_EPA_HDTTE_c,0.49332982
OA62LST,0.0005879623
OCDMAT8,0.9989588
PLDAGAT_LNA_EPA_LNA_PC_6_c,0.8891248
PPAP_18_2_18_2,0.9995437
r2026,0.52596045
PLDAGAT_HDE_EPA_EPA_PE_13_c,0.8891248
PLDAGAT_PALM_ARA_PALM_PE_12_c,0.8891248
r1575,0.0010517987
NTD1_1,0.9999305
ARTFR11_cho,0.06366885
MAACAPS,7.69357e-06
PGPPT,0.998365
RE2375C,0.9211646
1AGPEAT1801835Z9Z12Z,0.006160149
SUCACETOc,0.9975176
r2365,0.8891248
C14769td1,0.8891248
HISCYSCYSt,0.99919206
2DGULRGx,0.99963474
MDZtu,0.9998461
PLA2PE_EPA_STC_c,0.9882804
DDPDPS,0.0014465483
HISCYSCYSr,0.9757722
OA57LL,0.000587962
SUCD2,0.8913091
CPC6R,0.9986222
HACD27i,0.9989588
FACOAL60i,0.9999634
LPASE_18_4,0.666634
OA2LVL,0.000587962
ANTIMt1,0.8891248
PI4P5K_18_0_18_0,0.99978584
LADMA6,0.47923654
PLDAGAT_HDE_HDE_HDE_PC_1_c,9.9960336e-05
5FLURAPRT,0.9975
HISR,0.007249152
HCO3abc,0.99985015
HG2tppi,0.97801536
DIPEPabc11,0.9998461
PLDPE_HDE_LNA_c,0.67682815
PLA2PC_EPA_DHA_c,0.4933297
OX3COA,0.9976834
PLDAGAT_OLE_HDE_OLE_PE_12_c,0.8891248
r1963,0.99986315
AGPAT1,0.0061601517
CYSTGL,0.91361666
ASQDCADS1829Z12Z160,0.9977155
HMR_0183,0.8891248
PSSA_SA,0.99643874
r1391,0.8891248
HMPK2,0.16410734
LCAT21e,0.8891248
LPEAT_MYRS_PALM_sn2_c,0.06050931
BTNTe,4.3078664e-05
CAt4,0.99947494
PLDAGAT_OLE_PALM_HDE_PC_2_c,0.8891248
PLA2,0.4933297
OHPHM,0.18077934
SULFT,4.0503513e-05
OA6_14LST,0.0005879623
IBTtex,0.8891248
CHMSDH,0.9996921
GRTT2,0.0014465462
PLDAGAT_OLE_HDE_HDE_PE_12_c,0.8891248
SLDy,0.9986222
BCRNe,0.8891248
r0871,0.0069600437
17AHPRGNLONEte,0.9998461
PLDAGAT_HDE_EPA_OLE_PE_13_c,0.8891248
OA35LL,0.000587962
FEROXGFER1,0.99470794
PLA2PE_PALM_PALM_c,0.99605125
TARTRtpp,0.9992053
2PGtr,0.218114
LA4NTGM2pp,0.0043046433
NRVNCABCt,0.9998461
ASPA1,0.99997497
HMR_6550,0.9995437
PLDAGAT_HDE_HDE_HDE_PC_4_c,9.996024e-05
F430S1,0.9989442
GLGP,0.7133579
GUR1PP,0.9996908
FACOAL50i,0.9999291
PHNACH,0.99997854
PLDPE_MYRS_ALNA_c,0.67682815
r2284,1.979886e-05
r1906,0.892366
C16OHc,0.05804386
GBEZ,0.99961686
RE1311C,0.77470356
ACOAD25f,0.7502988
PLDAGAT1819Z18111Z1819Z2,0.07297396
PLDAGAT_PALM_PALM_PALM_PC_3_c,0.00022682764
FRRPPDIMAS,0.0034048622
PLDPE_MYRS_STC_c,0.6768282
OPMEACPR,0.9986222
P_XYLtpp,0.8891248
4M3OHAT,0.9975926
PLDAGAT_MYRS_EPA_PALM_PE_13_c,0.8891248
TYRPHETYRt,0.99919206
PPASMCT1,0.99957365
CITMS,0.99995446
4H3NPACALDt2rpp,0.8891248
DESAT18_6,0.99978393
DOCO13EFATP,0.9999291
PLIPA2E181d11pp,0.9953548
PAP_LLA,0.9995437
AGPATCOA_STC_EPA_c,0.013895347
PLDAGAT_MYRS_EPA_PALM_PC_3_c,0.8891248
MCMAT3,0.0011818442
RE3134C,0.9986222
RE3151C,0.9974874
STPT2,0.90700155
CYEUOLS,0.9996866
MDRPD,0.9993298
GALR1TRA1,0.21337627
LACpts,0.99953485
RN0027C,0.9997992
ACNPLYS,0.99971277
GTHAMPOR,0.94971097
OM3O,0.0011818442
DAGK_MYRS_HDE_c,0.99978584
ASNMETPROr,0.8748787
ETHMALCOAc,0.9990957
PLDAGAT_HDE_EPA_LNA_PE_10_c,0.8891248
PPPGO2,0.9941797
XYHDL,0.9953048
HACD26i,0.9989588
PLDAGAT_OLE_PALM_HDE_PC_5_c,0.8891248
CYSAMOe,0.00039381973
PLDAGAT_PALM_EPA_PALM_PC_4_c,0.8891248
PCOAH,0.0061601517
RHACOAR141d7,0.9986222
PLDAGAT_PALM_HDE_GLNA_PE_14_c,0.8891248
MI145PK,0.99978584
GLUPROASCT1,0.62797534
METtec,0.5053566
r1512,0.8891248
A1E,0.8891248
PLDAGAT_PALM_HDE_PALM_PC_2_c,0.8891248
TRPabc,0.99985456
OAO4t3exmin,0.8891248
LYSVALPHEt,0.99919206
CORTSNt,0.8891248
PLA2PE_MYRS_PALM_c,0.992415
PLDAGAT_HDE_PALM_EPA_PE_10_c,0.8891248
PYRt4pp,0.9872115
XYLTt,0.8891248
VALARGGLYt,0.99919206
ALGSex11,0.8891248
FETRANS,0.0038390595
SEMETHL_c,0.03988847
RE2248C,0.9997992
HMR_7755,3.947687e-05
ARACHETH,0.01653296
PI4P5K_18_2_16_0,0.99978584
ARGKr,0.99988425
PLDAGAT_HDE_EPA_EPA_PC_4_c,0.8891248
PLDAGAT_HDE_PALM_PALM_PE_14_c,0.8891248
EPOXTACtev,0.8891248
NTRLASE2,0.9997832
3HOPCD,0.9989588
MGDG184_6_9_12_15,0.21337618
OIVD1r,0.9978115
PLDAGAT_OLE_EPA_EPA_PE_11_c,0.8891248
HEXR,0.9989588
DGUDBUTNabcpp,0.9998461
PAILR_HSSECt,0.8891248
6HOXMELATNte,0.8891248
PLDPE_LNA_OLE_c,0.6768282
r1925,0.14812754
PLDAGAT_PALM_HDE_PALM_PC_7_c,0.8891248
S7PI_1,6.821901e-05
HMR_2262,0.9986222
TOLt5,0.99949396
PQBS2,0.16901095
ALGSex6,0.8891248
TCA3Sabc,0.9998461
FRDO,0.998836
CYRDAS,0.99986196
CAV,0.2242531
RHA141d5tpp,0.8891248
OA59PL,0.13793443
ALGAC5,0.9976834
HIAt,0.8891248
HYXNt,0.18904546
PHELYSPROt,0.99919206
PLPSA21819Z1829Z12Z,0.49332982
SPHMYLN18114_hs_SECt,0.8891248
PI34P5K_16_0_20_4,0.99978584
CHOLS_ex,0.00097140396
AGPATCOA_DHA_MYRS_c,0.05035587
PLDAGAT_MYRS_EPA_PALM_PE_12_c,0.8891248
C141CPT1,0.05804386
HMR_6834,0.0004152556
3UMPt6,0.99928325
ACLSa_1,0.99946505
ASPDt6,0.008347319
PROTRS,0.99401593
PI3P4K_SC,0.99978584
SO4NA1t,0.9997458
DODECANACtd,0.8891248
GUDACabcpp,0.9998461
PROAKGOX1,0.9738618
r2243,1.979886e-05
MG2A,0.0152684115
4HTHBPNDH,0.9993298
PROLEUARGt,0.99919206
MPOMOR2_1,0.9997172
TRPTRS,0.985393
LPS2_LM,0.0010467531
LPEH2264Z7Z10Z13Z16Z19Z_sn1_c,0.9778451
LPS42TL,0.8891248
MOBDabc_rev,0.9998566
ILEPROLYSt,0.99919206
HPYRDC,0.9991578
GTMAN13TYV,0.0002876842
CBMK4,0.9998603
CBMKr2,0.999851
FE3DCITR2,0.0004928079
PEPALM_HSPLA2,0.49332982
PLDAGAT_HDE_EPA_OLE_PE_12_c,0.8891248
UPP3MT_2,0.25811702
PLDAGAT_MYRS_HDE_HDE_PE_16_c,0.8891248
r1043,0.9994288
r0330,0.9992384
O6MANT2,2.8978322e-05
GM1LIPAabcpp,0.9998461
PYDAMtr,0.86756253
RHACOAEP100,0.9997453
PI4P5K_18_0_18_3,0.99978584
DOCOHEXETHc,0.002632837
TSTSTERONEt,0.8891248
PIP5P_EPA_PALM_c,0.9995437
HMR_0293,0.9999291
IPC224PLC_SC,0.5279332
PLDAGAT_MYRS_ARA_HDE_PE_14_c,0.8891248
r1634,0.011399247
RE2513E,0.01988794
DASYN183_6_9_12,0.9990747
r1030,0.8891248
ASPLYSHISt,0.99919206
MEPIVESSte,0.9998461
LPS63TL,0.8891248
AP3AH,0.99997485
LPS6_14TL,0.8891248
AGPATCOA_MYRS_OLE_c,0.12716879
NFORGLUAH,0.9999125
PLDAGAT_EPA_EPA_LNA_PC_2_c,0.8891248
PLDAGAT_MYRS_HDE_HDE_PC_4_c,0.8891248
r1987,0.99650145
ACOAD22f,0.7502988
DHAAt1r,0.8891248
HMR_0390,0.9997453
MTFF,0.0008048391
GAMt1r,0.03133573
PLDAGAT_MYRS_HDE_PALM_PE_11_c,0.8891248
GALMAN4abc,0.9998461
SMIA1abc,0.99981445
UMPU,0.99958557
3MOPDC,0.99779236
TYRCYSTHRr,0.070105314
6HSMVACIDhep,0.9995771
5HBZIDS2,0.94555295
ETHAPT_OLE_OLE_c,0.28402737
PIP4K_HDE_EPA_c,0.99978584
NFDNPYtep,0.8891248
DAGAH_PALM_PALM_c,0.99507904
PLDAGAT_PALM_EPA_PALM_PC_7_c,0.8891248
HHDDH,0.9993298
TDPGALPACT,0.9982741
PCD4DS_MYRS_DHA_sn2_c,0.01152061
OA4LST,0.0005879623
RHACOAEP101,0.9997453
CHOPT_EPA_STC_c,0.28402737
LPEAT_MYRS_ALNA_sn2_c,0.0061601517
PLA2_1_20_4_20_4,0.49333
PSSA2_hs_18_1_18_1,0.020143935
NOS2_2,0.999084
PY5CDHE,0.9997172
PLDAGAT_MYRS_HDE_HDE_PC_5_c,0.8891248
3OAS80_2,0.99875414
TM1819Z18111Z,0.169011
2DGLCptspp,0.99899524
ARGALATHRt,0.99919206
GGH_5THFe,0.0024270434
METt3,0.99996674
r1770,0.66046953
LPCAT_OLE_LNA_sn2_c,0.006160149
LPS2_16_0_16_0,0.992415
ADEt,0.6898523
OCTEACP,0.9940187
PC6YM_1,0.8695962
PLDAGAT_PALM_PALM_LNA_PC_5_c,0.00022682764
APCt6,0.99949396
14DENLIPIDAt1ex,0.8891248
PLDAGAT_EPA_EPA_GLNA_PE_9_c,0.8891248
DHCRD1pf_18_0_16_0,0.9986222
PIP4K_PALM_EPA_c,0.99978584
PLDAGAT_PALM_HDE_GLNA_PC_8_c,0.8891248
CLS_hs,0.28402746
ARACHt,0.00018407867
RE0918C,0.7911619
AGPATCOA18111Z18111Z,0.023551546
ASNNe,0.13344944
PEPt6,0.9999689
PI45PLC_16_0_18_3,0.49332994
VANILLACc,0.9989588
DIPEPabc4,0.9998461
r1956,0.5103925
RE1077C_1,0.0023908608
CHOPT_STC_STC_c,0.42450613
CE2445t,0.9998461
ARGARGMETt,0.99919206
PLDPC_EPA_ARA_c,0.8872276
DCYTt,0.9252453
AGPAT1_16_0_18_4,0.0061601517
GRX,0.9997192
11DOCRTSLte,0.9998461
PLDPC_DHA_MYRS_c,0.8872276
ADOCBLS1,0.0006515594
BALABALAtex,0.8891248
GLUCAN2abc,0.9998461
ASPR,0.0012714947
DAGK_PALM_STC_c,0.99978584
5HPETATP,0.9998461
DASYN181_9,0.9990747
RE2440C,0.90380496
GLCRD_1,0.99972314
PIP5P_HDE_LNA_c,0.9995437
PLDAGAT_LNA_EPA_LNA_PC_1_c,0.8891248
OA38F,0.8891248
PLDAGAT_PALM_HDE_HDE_PC_1_c,0.8891248
CYSGL,0.27701327
HMR_0233,0.9999291
HOCTDECCRNe,0.8891248
UACGAMDH2,0.99983346
INSt5,0.99959534
ETCHLAS,0.8891248
DEDOLP2_L,0.9995437
AGPATCOA_PALM_MYRS_c,0.10151514
AGPAT1_cho,0.006160149
GLCURtr,0.9692431
GLCTR4N,0.95357955
RBK2,0.99990475
PI4P5K_LNA_EPA_c,0.99978584
RE2405C,0.008301835
ICDHx,0.99977154
PPK50_B,0.8011214
r1669,0.70338327
PLCTI2,0.007437294
PLA2_2e_cho,0.016532967
DHEASULT,0.0006501733
HDCECRNte,0.0056830826
SQGH,0.099967554
ARBTNR3,0.0024406966
DASYN182_9_12,0.9990747
PTHPS_1,0.041261725
DGTSDS1819Z1829Z12Z,0.9977155
RECOAH21,0.9993298
34DHCINMtpp,0.8891248
r1713,0.07893414
PSCVT_1,0.99899465
FACOAL170_ISO,0.9999291
PCD6DS_LNA_GLNA_sn2_c,0.0115206055
13PPDtpp,0.8891248
OA66LL,0.000587962
GRDPTT5,0.64719135
AL4D,0.9992207
MGT161,0.00050569174
CHOPT_HDE_EPA_c,0.28402758
SUCMALtpp,0.8810061
HMR_2210,0.9986222
PCHOLAR_HSt1e,0.8891248
ALGE2,0.8891248
PPTGF_Syn,0.8891248
GGPS,0.99800926
MANA2,0.030789306
ARMEPNS,0.002118533
S3AdT,0.9999002
MIP2CS324_SC,0.8891248
CBPSam_1,0.99985504
PI4P5K_18_2_18_2,0.99978584
I2FE2SS,0.89891565
PLDAGAT_MYRS_EPA_HDE_PC_5_c,0.8891248
G3PAT180_1,0.9924521
PLDAGAT_DHA_EPA_ARA_PE_12_c,0.8891248
OACT,0.9976834
TETDHpp1,0.9158417
RE2386C,0.169011
CELBt2,0.9996544
RECOAH16,0.9993298
G16MTM2,0.008989447
KAT17,0.9976834
r2097,0.33638328
LAAL9,0.99979395
RN0023C,0.9993298
FAH3,0.9999076
MGDGE184_6_9_12_15,0.8891248
TCBt2ex,0.8891248
DADNK_1,0.99953127
DOLDPP,0.9998468
NTPP2_1,0.9999875
G6PDH3,5.027818e-05
ETHAPT_LNA_HDE_c,0.28402752
LEULEUabcpp,0.9998461
LPEAT_MYRS_EPA_sn2_c,0.0061601517
DIPEPabc8,0.9998461
PLDAGAT_HDE_HDE_HDE_PE_16_c,9.9960336e-05
PLDAGAT_MYRS_EPA_LNA_PE_13_c,0.8891248
OA62PL,0.13793443
GOR1,0.999519
r1930,0.9470053
PLDAGAT_DHA_EPA_ARA_PE_10_c,0.8891248
RE3367C,0.9961428
r2492,1.9798841e-05
PLDAGAT_PALM_PALM_GLNA_PC_7_c,0.00022682764
MTAM_1,0.9998192
HMR_0821,0.0152684115
ACMPdt,0.8891248
PLDAGAT_DHA_EPA_ARA_PC_5_c,0.8891248
DAGK_HDE_DHA_c,0.99978584
PLDAGAT_LNA_PALM_HDE_PE_11_c,4.052662e-05
RN0030C,0.9997992
HISTDa,0.99925226
THRS_2,0.99993634
r1800,0.80784756
DMBI,0.9626376
DHPS2_1,0.6402575
10M3OUO,0.9986222
PLDAGAT_HDE_HDE_HDE_PC_5_c,9.9960336e-05
RE1907C,0.8891248
ORETNF2,0.98815316
ALATHRtr,0.9998461
TMDPK,0.9999603
AGPATCOA_DHA_EPA_c,0.0061601517
PLDAGAT_HDE_MYRS_HDE_PC_5_c,0.8891248
AGMIS,1.8452285e-05
DGDG160,0.07089374
AMITP,0.99978584
LIP4Atppi,0.00039404636
PLDAGAT_HDE_HDE_LNA_PC_3_c,9.9960336e-05
MOTS4,0.00027531112
r1955,0.9763979
4HPTNCOAL,0.9999291
r2486,1.979886e-05
HMR_0625,0.28402737
ALAATB0tc,0.074769154
12M3HTDH,0.9993298
PSSA_EC,0.99820054
BVMO1,0.9997992
OA43PST,0.13793443
FACOAE70,0.9997453
DCPP,0.4644651
PSLS,0.99970067
OCDCAFATPc,0.9999547
FUCASEe,0.0019930047
CEPTC_18_1_18_4,0.28402746
PLDAGAT_PALM_PALM_PALM_PE_12_c,0.00022682764
SO4t4pp_1,0.9995233
CYTB_B3,0.9998105
HISLYSILEr,0.008416976
HT44D,0.9997259
PLA2PA_EPA_ALNA_c,0.49332982
r2275,1.9798841e-05
DMBZS1,0.99942255
HMR_9610,0.9999459
PHADPC60,0.4933297
FEROXGFEabcpp,0.9998461
HMR_2292,0.9998512
ASPLYSHISr,0.6197472
GLYCYSAP,0.99781203
APNPT,0.9998479
GLYt7_311_r,0.031490427
PLDAGAT_EPA_EPA_EPA_PE_13_c,0.8891248
PLDAGAT_HDE_PALM_PALM_PE_9_c,0.8891248
GLNLYSLYSr,0.9983814
SULRR,0.99989474
TMDM3OATt,0.00053618825
RHAP40tpp,0.8891248
PHETRPLEUr,0.001420846
TTDCEAATP,0.999846
GBDM,0.9422537
ACSPHACP100,0.9999291
VALt3pp,0.9998087
ASNALANaEx,0.9379272
PLA2PC_MYRS_OLE_c,0.9704148
PLDAGAT_PALM_HDE_HDE_PE_13_c,0.8891248
PLDAGAT_HDE_PALM_EPA_PC_2_c,0.8891248
PTSLAtexi,0.8891248
PLA2PC_STC_HDE_c,0.9764811
TAGAH_LNA_EPA_GLNA_c,0.49332988
PHETRS_1,0.9995666
GALAMptspp,0.9791788
CDIPT_PALM_HDE_c,0.67164874
DHPS3,0.00056073297
PACt3,0.4800912
PCPHL,0.8891247
GLN_NAct,0.9997143
ENLIPAt2ex,0.015484532
PHADPC90,0.4933297
RE3631C,0.012802084
TYRTYRt,0.99919206
r2014,0.50679815
DIPEPabc15,0.9998522
PHADPC141d5,0.49332964
MXYLt6,0.99949396
CHSTEROLSte,0.8891248
r0641,0.9936845
CATpp,0.99861884
MGDG183_9_12_15,0.21337618
CYARTMT,0.16901098
HCO3tex,0.00033148745
HMR_2733,0.058043834
UQUIVOT,0.07679177
HMR_0288,0.8891248
HMR_0298,0.9997453
ACOADAGAT_EPA_EPA_PALM_c,0.06050931
FDH7,0.9997739
MDDCP3ex,0.0030526984
ACSPHACP60,0.9999291
FESD2s,0.013132242
LPS45TST,0.8891248
LPCAT_MYRS_LNA_sn2_c,0.006160149
DCPE,0.8891248
HMR_6975,0.0014045327
OAP16pp,0.00023728616
DHR_1,0.9998728
ORNTAC_1,0.024444727
HMR_0423,0.9998461
PLDAGAT16018111Z1601,0.011035979
ACOADAGAT16018111Z1819Z,0.0061601517
r2369,0.8891248
HISSNAT5tc,0.69311213
PROSTGE1t3,0.9998461
NAt,0.9937557
G3PA,0.99990773
LPCAT_MYRS_DGLA_sn2_c,0.0061601517
RN0029C,0.9997992
ACTNtex,0.0012174352
PLDAGAT_LNA_EPA_ARA_PC_5_c,0.8891248
IBUP_Rshep,0.8891248
PC6AR_1,0.9986222
CRVSM23teb,0.9998461
Am19CStev,0.8891248
RE2240C,0.9997992
APPK,0.9944733
3OAR80_2,0.9986222
OA35F,0.8891248
HMR_1976,0.9986222
PAPA_OLE_ARA_c,0.9995437
FE2t4pp,0.96850294
r0942,0.8891248
6EPVSthc,8.793122e-06
PLA2PE_DHA_PALM_c,0.992415
PESTE_HSABCt,0.9998461
UGCGc,0.95357955
DCTPD2,0.999931
RE3562C,0.9999291
ABSD,0.99796
C04805td,0.8891248
LPS35TL,0.8891248
PHAP2C141,0.006160146
C14771ATP,0.9998461
r2220,1.9798841e-05
TDPDRR_2,0.9991054
LEUt3pp,0.99977845
OA51PVL,0.13793443
GLUSfx,0.872601
r2257,1.979886e-05
MTAD,0.99959904
HOLYSK,0.7094068
OA3_10LL,0.000587962
RTOT2_cho,0.8891248
ATRZCH,0.5734458
BWCOGDS2,0.998879
LCAT33e,0.8891248
CYTK2_2,0.10420954
LYSMO,0.9998698
r1811,0.013738378
BCAROHX2,0.9997992
HEMEti,0.9998528
NOR_syn_1,0.055152792
PLDAGAT_PALM_HDE_PALM_PE_12_c,0.8891248
ALALYSTHRt,0.99919206
S3MEACMPhc,0.00083352055
PLDAGAT_HDE_EPA_OLE_PC_2_c,0.8891248
HMR_0634,0.8891248
HEPEACP,0.9919368
OA39LVL,0.0005879623
OMPHHX3,0.99985516
PHEPHEASNt,0.99919206
FAS141,0.99992156
AICART2,0.9992274
PLDPE_STC_MYRS_c,0.67682815
AMPNTAT,0.9976834
DOLPGT1_c,0.00018452012
LPEAT_HDE_ARA_sn2_c,0.006160149
PLDAGAT_HDE_MYRS_HDE_PC_1_c,0.8891248
PLDAGAT_PALM_EPA_ARA_PC_5_c,0.8891248
SALCHS4FER1,0.995921
ALGAC1,0.9976834
GDCA3Sabc,0.9998461
ICDCHOLt,8.793114e-06
OPAH,0.99987304
H4MPTS15,0.16901098
PIP3K_HDE_PALM_c,0.99978584
OANTIabcpp,0.9998461
MYC2CYC3,0.16901101
LCAT10e,0.8891248
PEPHL,0.00010446157
SERDC,0.99993944
SPODM_1,0.9999454
PHAP2C121d6,0.006160146
P5CCD,0.99993086
r1843,0.56002593
CITt12,0.1099044
OMPHHXy,0.9997992
ARBTNabcpp,0.9998461
r2111,0.13763744
RE3444C,0.9997453
PLRXR,0.00089351967
ALATRS,0.99812156
ALDDC17,0.9996866
PGLYCP_1,0.9999205
TRPMETARGt,0.99919206
BALALEUabcpp,0.9998461
HMR_1495,0.99962986
LPAMt,0.9993338
RE3554C,0.012802084
r1692,0.45158935
ACONTb_1,0.99962044
12PPDStpp,0.97226316
ETHAPT_EPA_STC_c,0.28402737
GLUDGE_HDE_HDE,0.8891248
HGR,0.99907184
2H3MBDH,0.9994809
PCHOL2PALM_HSPLA2,0.49333
DCAACPt,0.0017846334
PLDAGAT_OLE_PALM_HDE_PC_3_c,0.8891248
SELtex,0.8891248
AMID4,0.999938
GLUVESSEC,0.99985003
NTP12,0.999879
GLYLYSCYSt,0.99919206
STACMPtev,0.9998461
r1702,0.9254228
OA3_10LST,0.0005879623
r2321,2.6980955e-05
OCHCCH,0.9995771
UHGADA2_1,0.9877834
AM1ACStep,0.8891248
PALASA_SA2,0.944144
CDIPTr_16_0_16_1,0.6716488
PHEMEt,0.00012258711
r2252,1.979886e-05
HYDFDi,0.996894
LTA4H,0.9993298
SPHMYLN181221_hs_SECt,0.8891248
HEPT2N,0.2210985
HMR_6672,0.8891248
PPAP_18_2_18_3,0.9995437
r2327,2.6980926e-05
RE1938C,0.9997992
CRO4t3,0.9993773
GLNSCP,0.9998325
HTDR6,0.9986222
GAT2_SC,0.00028160604
OA41PST,0.13793443
HMEDR,0.99977773
PTAILE,0.9980763
TAGAH_EPA_EPA_ARA_c,0.49332964
SMS1,0.8891248
LYSCYSHISr,0.11022801
PCHOLHSTDe,0.8891248
H3T2E,0.9993298
OA53PVL,0.13793443
PLDAGAT_MYRS_EPA_HDE_PC_7_c,0.8891248
HMR_9661,0.8891248
PIPLC_EPA_LNA_c,0.49332994
PLDPE_HDE_DHA_c,0.67682815
ACOADAGAT_EPA_EPA_LNA_c,0.0061601517
PLDAGAT_PALM_EPA_ARA_PE_14_c,0.8891248
PAILAR_HSPLA2,0.49332982
CATECHOLtex,0.8891248
PLCE,0.29476357
7M3HOACPL,0.9993298
HIUH_c,0.9993298
PLDAGAT_MYRS_EPA_GLNA_PE_14_c,0.8891248
GD1B2te_cho,0.8891248
FASC221ACP,0.9998253
r1552,0.12621918
PHYTES2_1,0.92021346
TAGAH1819Z1819Z160,0.992415
RE3565C,0.8891248
PCHOLN261_HSPLA2,0.49332982
HYD3,0.99990153
10MDOD,0.9975926
r2008,0.04365607
HMR_0395,0.9998461
AM1ALCSteb,0.9998461
HMR_4772,0.9975176
G3PAT160_1,0.9981141
PLDAGAT_HDE_ARA_ARA_PE_9_c,0.8891248
PSSA1_hs_18_2_18_2,0.48494327
PI4PP_16_0_18_2,0.9995437
PIK3_cho,0.99978584
PLDAGAT_HDE_ARA_ARA_PE_15_c,0.8891248
BFBP,0.9995437
RHACOAE142,0.9997453
LCAT9e,0.8891248
CDS_18_0_18_4,0.9990747
PACCOAL3,0.9999291
CPC5MT,0.6521099
PHETRPLEUt,0.99919206
r1632,0.48232567
QUEA3,0.80199224
GGGT_MYRS_PALM_1_c,0.8891248
GGGT_OLE_HDE_5_c,0.8891248
LIPO2S24_BS,0.16057877
DCA24Gte,0.9998461
SLCBK1,0.99978584
PHETHPTOX3,0.012634351
4OT2,0.8891248
SOAT12_cho,0.0061601517
AM1ALCStep,0.8891248
r0668,0.42169803
OA3_10PST,0.13793443
TRPGLUTYRr,0.64996076
7BHGLZGLCtev,0.8891248
CEPTE_16_0_18_1,0.28402752
EAR240_c,0.9986222
SARCOX2,0.9388988
SELCYSLY3,0.015634554
ALPATE160pp_1,0.00010156231
RE0570C,0.9986222
MI3PP_2,0.9999089
r1935,0.019166557
3DHDCAt2,0.0056830826
LPASE_18_3,0.9857091
GUAD_1,0.9999149
HMR_2349,0.9993298
HPROb,0.9986222
SUCSALte,0.0017192225
PLDAGAT_PALM_EPA_LNA_PE_15_c,0.8891248
ACSPHAC142,0.9999291
PLDAGAT_MYRS_EPA_ARA_PE_12_c,0.8891248
LAAL2,0.9997712
AH5L,0.999617
PLDAGAT_OLE_PALM_PALM_PC_7_c,0.8891248
4M3OPAO,0.9986222
5MTHFt,0.011173537
UMGSDS,0.9935062
RE1711C_2,0.9989588
PLDAGAT_HDE_MYRS_LNA_PC_8_c,0.8891248
UNK5_1,0.00011931984
LCAT44e,0.8891248
CDGGGS,0.9990747
r2214,1.979886e-05
SALCOD,0.9997882
APSR2,0.95079815
TDPDRE_1,0.8891248
CDGPT_BS,0.998365
7DHCHSTEROLtd,0.8891248
BZSCT,0.0036344614
ETAPCPSII,0.8891248
TGTASE2,1.6277165e-05
PSD_HP,0.9975176
PEDH161_HSPLA2,0.49332988
r2332,2.6980926e-05
ACBIPGT_2,0.998879
HISPROLYSr,0.028810445
PLDAGAT_MYRS_EPA_DHA_PE_15_c,0.8891248
HMGCOAS,0.99980575
RE2640C,0.9999397
PI4PLC_18_1_18_1,0.49332988
CYSGLUTRPt,0.99919206
HMR_9644,0.8891248
LPCAT_HDE_MYRS_sn2_c,0.050355848
AMPt,0.9533207
PI4PLC_18_0_18_1,0.49332988
PHEt4,0.969356
PLDAGAT_HDE_HDE_GLNA_PE_12_c,9.9960336e-05
VCACT,0.99975187
HACD31i,0.9989588
r1979,0.99982786
GTLOA17,0.0032303068
RE3501C,0.9993298
SPMDAT1,0.9995838
HMR_2007,0.9997992
ACOADAGAT16018111Z160,0.06050931
RE0576C,0.9986222
TRPt,0.5571624
r2142,2.6980955e-05
ASNASNARGt,0.99919206
GALMAN6,0.27340037
RE3630C,0.9877834
DVALabcpp,0.9998461
ZYMSTAT_SC,0.00013060082
PLDAGAT_PALM_HDE_GLNA_PE_13_c,0.8891248
MCMAT8,0.0011818442
DHGLZABCt,0.9998461
HISGLYabcpp,0.9998461
PGSA181_9,0.998365
TDMS4,0.0061951415
PHACTE,0.9997446
AHXDH,0.9993298
RE3417C_1,0.0023908608
ECOAH21,0.9993298
MIPCS324_SC,0.008989442
TMDM5OATt,0.00053618825
ASNTRAT,0.99977
SPMSy,0.0007411004
TRPMETARGr,0.7993953
MLTG7,0.9999716
HC02196c,0.9392065
5CYSDOPAt,0.8891248
LAAL10,0.99988747
DCMPtr,0.6222339
XYLUDte,9.8101744e-05
CDIPTr_18_0_18_3,0.6716487
r1686,0.35492247
NTP8,0.99994075
SSCOARy,0.99981517
PCD12DS_PALM_LNA_sn2_c,0.0115206055
SPODMpp,0.02199477
r2485,1.979886e-05
6AHGLZABCt,0.9998461
3OAS120_2,0.9994222
AGPATCOA_DHA_HDE_c,0.019243103
AGPAT183_6_9_12,0.020269712
L2OA,0.9989588
TEICH45,0.049342167
GT1Ate_cho,0.8891248
PNCDC,0.9975176
OCAALD,0.99873286
PLDPC_OLE_DHA_c,0.8872275
OA16LL,0.000587962
ABTt_1,0.8891248
QUEA1,0.80199236
LAAL14,0.9998087
DAGAH_EPA_EPA_c,0.49332994
ASNt4,0.9985033
MI4PP,0.9998529
RE3267E,4.0564235e-05
UT6PT,0.9454242
r1707,0.03407077
6MTHAO,0.9986222
TMDSf,0.99996626
GLYCOe,0.7013306
ALDD18,0.9998715
CHLSTD78I,0.8891248
METDECARc,0.9975176
3HAACOAT141,0.9945311
DMSOR2,0.30898383
L_LACt4r,0.99726605
PCW3DS_OLE_ALNA_sn2_c,0.0115206055
MOAE1,0.00037681134
DOLK12,0.041791882
r2159,1.979886e-05
EDTXS5_kt,0.74607354
HMR_0805,0.08264623
r2186,1.979886e-05
